user_id,song_id,play_count,title,release,artist_name,year,text
55837,1084,4,Electric Bloom,Antidotes,Foals,2008,Electric Bloom Antidotes Foals
55837,5367,1,Float On,Float On,Modest Mouse,2003,Float On Float On Modest Mouse
55837,7030,2,Tape Song,Midnight Boom,The Kills,2008,Tape Song Midnight Boom The Kills
55837,7780,5,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009,Home Up From Below Edward Sharpe & The Magnetic Zeros
55837,8190,1,Phantom Limb (Album),Wincing The Night Away,The Shins,2007,Phantom Limb (Album) Wincing The Night Away The Shins
56576,208,1,Uprising,Uprising,Muse,0,Uprising Uprising Muse
56576,334,1,Losing Touch,Day & Age,The Killers,2008,Losing Touch Day & Age The Killers
56576,352,4,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0,Dog Days Are Over (Radio Edit) Now That's What I Call Music! 75 Florence + The Machine
56576,605,1,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0,Lucky (Album Version) We Sing.  We Dance.  We Steal Things. Jason Mraz & Colbie Caillat
56576,674,1,Island In The Sun,Maladroit,Weezer,2001,Island In The Sun Maladroit Weezer
56576,703,1,They Might Follow You,Tiny Vipers,Tiny Vipers,2007,They Might Follow You Tiny Vipers Tiny Vipers
56576,952,1,Bleed It Out [Live At Milton Keynes],Road To Revolution: Live At Milton Keynes,Linkin Park,2008,Bleed It Out [Live At Milton Keynes] Road To Revolution: Live At Milton Keynes Linkin Park
56576,1118,2,Clocks,A Rush Of Blood To The Head,Coldplay,2002,Clocks A Rush Of Blood To The Head Coldplay
56576,1217,1,Whataya Want From Me,Whataya Want From Me,Adam Lambert,2009,Whataya Want From Me Whataya Want From Me Adam Lambert
56576,1286,5,Somebody To Love,My Worlds,Justin Bieber,2010,Somebody To Love My Worlds Justin Bieber
56576,1348,1,Mia,First Love,Emmy The Great,2007,Mia First Love Emmy The Great
56576,1767,1,Rehab,Hip Hop The Collection 2009,Rihanna,2007,Rehab Hip Hop The Collection 2009 Rihanna
56576,1818,1,Teenager,Modapop,Camera Obscura,0,Teenager Modapop Camera Obscura
56576,2210,2,Hey There Delilah,Now That's What I Call Music! 68,Plain White T's,2005,Hey There Delilah Now That's What I Call Music! 68 Plain White T's
56576,2220,2,Sehr kosmisch,Musik von Harmonia,Harmonia,0,Sehr kosmisch Musik von Harmonia Harmonia
56576,2672,1,A-Punk (Album),Vampire Weekend,Vampire Weekend,2007,A-Punk (Album) Vampire Weekend Vampire Weekend
56576,2850,1,Damn Girl,FutureSex/LoveSounds,Justin Timberlake;Justin Timberlake featuring will.i.am,2006,Damn Girl FutureSex/LoveSounds Justin Timberlake;Justin Timberlake featuring will.i.am
56576,2859,1,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009,Kiss With A Fist Wild Child OST Florence + The Machine
56576,3602,1,Superstition,Keep On Your Mean Side,The Kills,2003,Superstition Keep On Your Mean Side The Kills
56576,3658,1,Flume,For Emma_ Forever Ago,Bon Iver,2007,Flume For Emma_ Forever Ago Bon Iver
56576,3690,1,Manhattan,Only By The Night,Kings Of Leon,2008,Manhattan Only By The Night Kings Of Leon
56576,3718,1,The Penalty,The Flying Club Cup,Beirut,2007,The Penalty The Flying Club Cup Beirut
56576,3770,1,Me & Mr Jones,Me & Mr Jones,Amy Winehouse,2006,Me & Mr Jones Me & Mr Jones Amy Winehouse
56576,3870,1,Ain't No Rest For The Wicked (Original Version),Cage The Elephant,Cage The Elephant,2008,Ain't No Rest For The Wicked (Original Version) Cage The Elephant Cage The Elephant
56576,4152,2,The Scientist,The Scientist,Coldplay,2002,The Scientist The Scientist Coldplay
56576,4273,1,Somebody Told Me,Hot Fuss,The Killers,2004,Somebody Told Me Hot Fuss The Killers
56576,4448,2,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009,Fireflies Karaoke Monthly Vol. 2 (January 2010) Charttraxx Karaoke
56576,5115,1,Ghost At The Foot Of The Bed,Hell Train,Soltero,0,Ghost At The Foot Of The Bed Hell Train Soltero
56576,5367,4,Float On,Float On,Modest Mouse,2003,Float On Float On Modest Mouse
56576,5398,1,Angie (1993 Digital Remaster),Jump Back - The Best Of The Rolling Stones_ '71-'93,The Rolling Stones,0,Angie (1993 Digital Remaster) Jump Back - The Best Of The Rolling Stones_ '71-'93 The Rolling Stones
56576,5570,1,Say It Ain't So,Weezer,Weezer,1994,Say It Ain't So Weezer Weezer
56576,5757,1,My Paper Heart,Summerland,The All-American Rejects,2003,My Paper Heart Summerland The All-American Rejects
56576,5901,1,I Will Follow You into the Dark (Album Version),Plans,Death Cab for Cutie,2005,I Will Follow You into the Dark (Album Version) Plans Death Cab for Cutie
56576,6189,1,Creep (Explicit),Pablo Honey,Radiohead,1993,Creep (Explicit) Pablo Honey Radiohead
56576,6726,1,If I Ain't Got You,R&B Love Collection 08,Alicia Keys,2003,If I Ain't Got You R&B Love Collection 08 Alicia Keys
56576,6798,1,Cousins,Contra,Vampire Weekend,2009,Cousins Contra Vampire Weekend
56576,7103,5,Alejandro,The Fame Monster,Lady GaGa,2009,Alejandro The Fame Monster Lady GaGa
56576,7416,2,Revelry,Only By The Night,Kings Of Leon,2008,Revelry Only By The Night Kings Of Leon
56576,7636,1,Skinny Love,For Emma_ Forever Ago,Bon Iver,2007,Skinny Love For Emma_ Forever Ago Bon Iver
56576,7780,3,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009,Home Up From Below Edward Sharpe & The Magnetic Zeros
56576,7791,1,Marry Me,Save Me_ San Francisco,Train,2009,Marry Me Save Me_ San Francisco Train
56576,7796,1,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2008,Love Story Het Beste Uit De Top 40 - 2009 Taylor Swift
56576,7911,1,Heartbreak Warfare,Battle Studies,John Mayer,0,Heartbreak Warfare Battle Studies John Mayer
56576,7980,1,The Climb,Hannah Montana The Movie,Miley Cyrus,2009,The Climb Hannah Montana The Movie Miley Cyrus
56576,8034,1,Paper Planes,Decent Work For Decent Pay,M.I.A.,0,Paper Planes Decent Work For Decent Pay M.I.A.
56576,8138,1,Drop The World,Drop The World,Lil Wayne / Eminem,0,Drop The World Drop The World Lil Wayne / Eminem
56576,8481,2,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009,Party In The U.S.A. Party In The U.S.A. Miley Cyrus
56576,8582,3,Use Somebody,Use Somebody,Kings Of Leon,2008,Use Somebody Use Somebody Kings Of Leon
56576,8599,1,The French Open,Antidotes,Foals,2007,The French Open Antidotes Foals
56576,8612,2,Fix You,X & Y,Coldplay,2005,Fix You X & Y Coldplay
56576,8762,3,Time To Pretend,Time To Pretend,MGMT,2005,Time To Pretend Time To Pretend MGMT
56576,8772,1,When I Grow Up,When I Grow Up,The Pussycat Dolls,2008,When I Grow Up When I Grow Up The Pussycat Dolls
56576,9095,1,Joe's Head,Youth And Young Manhood,Kings Of Leon,2003,Joe's Head Youth And Young Manhood Kings Of Leon
56576,9162,3,Electric Feel,The Anthems,MGMT,2007,Electric Feel The Anthems MGMT
56576,9186,1,Bitter Sweet Symphony,Bitter Sweet Symphony,The Verve,1997,Bitter Sweet Symphony Bitter Sweet Symphony The Verve
56576,9487,1,Heads Will Roll,It's Blitz!,Yeah Yeah Yeahs,2009,Heads Will Roll It's Blitz! Yeah Yeah Yeahs
56576,9676,1,Ragoo,Because Of The Times,Kings Of Leon,2007,Ragoo Because Of The Times Kings Of Leon
56576,9702,1,Trouble,Trouble (B-Side),Coldplay,2000,Trouble Trouble (B-Side) Coldplay
56576,9771,1,Swing_ Swing,The All-American Rejects,The All-American Rejects,2003,Swing_ Swing The All-American Rejects The All-American Rejects
56576,9847,1,He Can Only Hold Her,Back To Black,Amy Winehouse,2006,He Can Only Hold Her Back To Black Amy Winehouse
49549,52,3,Halo,Halo,Beyoncé,2008,Halo Halo Beyoncé
49549,97,3,Harder Better Faster Stronger,Discovery,Daft Punk,2007,Harder Better Faster Stronger Discovery Daft Punk
49549,208,3,Uprising,Uprising,Muse,0,Uprising Uprising Muse
49549,310,2,Seven Nation Army,Seven Nation Army,The White Stripes,2003,Seven Nation Army Seven Nation Army The White Stripes
49549,396,3,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009,Imma Be THE E.N.D. (THE ENERGY NEVER DIES) Black Eyed Peas
49549,605,3,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0,Lucky (Album Version) We Sing.  We Dance.  We Steal Things. Jason Mraz & Colbie Caillat
49549,630,2,'Till I Collapse,The Eminem Show,Eminem / Nate Dogg,2002,'Till I Collapse The Eminem Show Eminem / Nate Dogg
49549,703,3,They Might Follow You,Tiny Vipers,Tiny Vipers,2007,They Might Follow You Tiny Vipers Tiny Vipers
49549,733,1,Naturally,Kiss & Tell,Selena Gomez & The Scene,2009,Naturally Kiss & Tell Selena Gomez & The Scene
49549,916,2,Enter Sandman,Metallica,Metallica,1991,Enter Sandman Metallica Metallica
49549,1161,3,My Happy Ending,Under My Skin,Avril Lavigne,2004,My Happy Ending Under My Skin Avril Lavigne
49549,1217,4,Whataya Want From Me,Whataya Want From Me,Adam Lambert,2009,Whataya Want From Me Whataya Want From Me Adam Lambert
49549,1248,5,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version) The Original Broadway Cast Recording 'American Idiot' Featuring Green Day Green Day
49549,1281,3,Day 'N' Nite,R&B Yearbook,Kid Cudi Vs Crookers,2008,Day 'N' Nite R&B Yearbook Kid Cudi Vs Crookers
49549,1286,4,Somebody To Love,My Worlds,Justin Bieber,2010,Somebody To Love My Worlds Justin Bieber
49549,1348,2,Mia,First Love,Emmy The Great,2007,Mia First Love Emmy The Great
49549,1354,3,Breakeven,Now That's What I Call Music! 72,The Script,2008,Breakeven Now That's What I Call Music! 72 The Script
49549,1407,3,One Time,One Time,Justin Bieber,2009,One Time One Time Justin Bieber
49549,1597,3,Hotel California,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,1976,Hotel California Hotel California / Pretty Maids All In A Row [Digital 45] Eagles
49549,1691,3,Hips Don't Lie (featuring Wyclef Jean),Essential R&B Hit Selection,Shakira Featuring Wyclef Jean,0,Hips Don't Lie (featuring Wyclef Jean) Essential R&B Hit Selection Shakira Featuring Wyclef Jean
49549,1816,3,The Funeral (Album Version),The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,0,The Funeral (Album Version) The Road Mix: Music From The Television Series One Tree Hill Vol. 3 Band Of Horses
49549,1828,1,Times Like These,On And On,Jack Johnson,2003,Times Like These On And On Jack Johnson
49549,1948,4,Monster,The Fame Monster,Lady GaGa,2009,Monster The Fame Monster Lady GaGa
49549,2091,3,Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2008,Just Dance Just Dance Lady GaGa / Colby O'Donis
49549,2098,5,Down To Earth,My World,Justin Bieber,2009,Down To Earth My World Justin Bieber
49549,2210,3,Hey There Delilah,Now That's What I Call Music! 68,Plain White T's,2005,Hey There Delilah Now That's What I Call Music! 68 Plain White T's
49549,2276,2,Far Away (Album Version),All The Right Reasons,Nickelback,2006,Far Away (Album Version) All The Right Reasons Nickelback
49549,2403,3,U Smile,My Worlds,Justin Bieber,2010,U Smile My Worlds Justin Bieber
49549,2610,3,Livin' On A Prayer,Cross Road,Bon Jovi,1986,Livin' On A Prayer Cross Road Bon Jovi
49549,2616,3,Gives You Hell,When The World Comes Down,The All-American Rejects,2008,Gives You Hell When The World Comes Down The All-American Rejects
49549,2657,3,Eenie Meenie,Eenie Meenie,Sean Kingston and Justin Bieber,0,Eenie Meenie Eenie Meenie Sean Kingston and Justin Bieber
49549,2672,3,A-Punk (Album),Vampire Weekend,Vampire Weekend,2007,A-Punk (Album) Vampire Weekend Vampire Weekend
49549,2686,3,Vanilla Twilight,Ocean Eyes,Owl City,2009,Vanilla Twilight Ocean Eyes Owl City
49549,2734,5,Love Me,My Worlds,Justin Bieber,2009,Love Me My Worlds Justin Bieber
49549,2842,4,Superman,The Eminem Show,Eminem / Dina Rae,2003,Superman The Eminem Show Eminem / Dina Rae
49549,2926,2,Karma Police,OK Computer (Collector's Edition),Radiohead,1997,Karma Police OK Computer (Collector's Edition) Radiohead
49549,3165,3,Mockingbird,R&B 2006,Eminem,2004,Mockingbird R&B 2006 Eminem
49549,3181,3,Te Amo,Rated R,Rihanna,2009,Te Amo Rated R Rihanna
49549,3207,3,Black,Ten,Pearl Jam,1991,Black Ten Pearl Jam
49549,3241,3,That Should Be Me,My Worlds,Justin Bieber,2010,That Should Be Me My Worlds Justin Bieber
49549,3310,2,Yeah!,Confessions,Usher Featuring Lil' Jon & Ludacris,2007,Yeah! Confessions Usher Featuring Lil' Jon & Ludacris
49549,3346,1,I'm Not Calling You A Liar,Lungs,Florence + The Machine,2009,I'm Not Calling You A Liar Lungs Florence + The Machine
49549,3462,3,If I Had You,For Your Entertainment (Deluxe Version),Adam Lambert,2009,If I Had You For Your Entertainment (Deluxe Version) Adam Lambert
49549,3567,3,Supermassive Black Hole (Twilight Soundtrack Version),Music From The Original Motion Picture Soundtrack,Muse,0,Supermassive Black Hole (Twilight Soundtrack Version) Music From The Original Motion Picture Soundtrack Muse
